idx,model,e,se,sweep,orca,sfm,linear,static,scenario,dx_lo,dx_hi,dy_lo,dy_hi,spawn_width_x,spawn_width_y,human_count,mix_label,success_rate,success_std,collision_rate,collision_std,timeout_rate,timeout_std,avg_nav_time,nav_time_std,avg_min_dist,min_dist_std,avg_accel,avg_accel_std,avg_min_dist_overall,min_dist_overall_std,avg_path_irregularity,avg_path_irregularity_std,density_x,geometry_x,algorithm
17,CV,2,3,directionality,7,8,0,0,random,-5.0,5.0,-5,5,10.0,10,15,O7/SF8/L0/S0,0.61,0.4877499359302879,0.39,0.4877499359302879,0.0,0.0,7.75,0.0,0.6953487125373963,1.1906560565170243,0.0,0.0,0.6748647300796339,0.09435781563581047,0.0,0.0,0.15,10.0,CV
18,CV,2,4,directionality,7,8,0,0,circle_crossing,-5.0,5.0,-6,6,10.0,12,15,O7/SF8/L0/S0,0.632,0.48226133993924913,0.368,0.48226133993924913,0.0,0.0,7.75,0.0,0.7615598527693558,1.1051289385448457,0.0,0.0,0.7020315936136008,0.08097870715003526,0.0,0.0,0.15,10.0,CV
19,CV,3,0,policy_mixture,0,15,0,0,passing_crossing,-5.0,5.0,-5,5,10.0,10,15,O0/SF15/L0/S0,0.55,0.49749371855331,0.45,0.49749371855331,0.0,0.0,7.75,0.0,0.6507691863280566,1.5262658865842118,0.0,0.0,0.759320504173667,0.1012119272545734,0.0,0.0,0.15,10.0,CV
20,CV,3,1,policy_mixture,15,0,0,0,passing_crossing,-5.0,5.0,-5,5,10.0,10,15,O15/SF0/L0/S0,0.73,0.4439594576084623,0.27,0.4439594576084623,0.0,0.0,7.75,0.0,0.8070239176945574,1.0768027292489177,0.0,0.0,0.6368870591428822,0.06373528568157903,0.0,0.0,0.15,10.0,CV
21,CV,3,2,policy_mixture,7,8,0,0,passing_crossing,-5.0,5.0,-5,5,10.0,10,15,O7/SF8/L0/S0,0.598,0.49030194778320024,0.402,0.49030194778320024,0.0,0.0,7.75,0.0,0.671653010652081,1.2057623359281435,0.0,0.0,0.6677731581288443,0.0875284761121846,0.0,0.0,0.15,10.0,CV
22,CV,3,3,policy_mixture,5,5,2,3,passing_crossing,-5.0,5.0,-5,5,10.0,10,15,O5/SF5/L2/S3,0.31,0.46249324319388707,0.69,0.4624932431938871,0.0,0.0,7.75,0.0,0.34313284228222557,2.8638523475377267,0.0,0.0,0.6659174804803406,0.08044611998739304,0.0,0.0,0.1,10.0,CV
23,CV,3,4,policy_mixture,4,4,4,3,passing_crossing,-5.0,5.0,-5,5,10.0,10,15,O4/SF4/L4/S3,0.208,0.4058768286069063,0.792,0.40587682860690627,0.0,0.0,7.75,0.0,0.247198079711576,5.216708986617293,0.0,0.0,0.6853586114401311,0.09989997957264604,0.0,0.0,0.08,10.0,CV
0,SFM,0,0,density,2,3,0,0,passing_crossing,-5.0,5.0,-5,5,10.0,10,5,O2/SF3/L0/S0,1.0,0.0,0.0,0.0,0.0,0.0,19.0915,3.60010454709304,1.8482166152343615,0.028753141840743124,0.11649804553255647,0.004991420326510447,1.086771971429732,0.20438642586688116,2.3243664802498625,1.8396279654001857,0.05,10.0,SFM
1,SFM,0,1,density,5,5,0,0,passing_crossing,-5.0,5.0,-5,5,10.0,10,10,O5/SF5/L0/S0,0.992,0.08908422980528038,0.006,0.0772269383052313,0.002,0.044676615807377355,23.049899193548388,5.723854036412934,1.4661246254342386,0.027245591063738122,0.17739992567347124,0.003043108609887154,0.9537999503928056,0.11898180756750858,4.387430761888188,2.3959155499182905,0.1,10.0,SFM
2,SFM,0,2,density,7,8,0,0,passing_crossing,-5.0,5.0,-5,5,10.0,10,15,O7/SF8/L0/S0,0.954,0.20948508300115318,0.008,0.08908422980528036,0.038,0.19119623427254,27.43238993710692,7.374368050311173,1.2982152478653213,0.04726393791466681,0.21190630046450445,0.005299169730111219,0.8815271415548349,0.09731446136558491,6.3084425745646815,2.6994518120985336,0.15,10.0,SFM
3,SFM,0,3,density,10,10,0,0,passing_crossing,-5.0,5.0,-5,5,10.0,10,20,O10/SF10/L0/S0,0.89,0.3128897569432403,0.008,0.08908422980528036,0.102,0.3026483107502832,31.457865168539325,7.946046642214443,1.208021859933383,0.022008009560004003,0.23382601637544284,0.004219075559540821,0.845520158468711,0.09279709665652087,7.728544333943772,2.608941433978399,0.2,10.0,SFM
4,SFM,0,4,density,12,13,0,0,passing_crossing,-5.0,5.0,-5,5,10.0,10,25,O12/SF13/L0/S0,0.754,0.4306785344082057,0.026,0.15913516267626082,0.22,0.4142463035441596,34.5789124668435,8.15112803280577,1.1253072521712486,0.0815502407110637,0.25274418850682145,0.003029597260662753,0.8024704626287487,0.08936207354291265,8.812065546008174,2.6194306488431733,0.25,10.0,SFM
5,SFM,0,5,density,15,15,0,0,passing_crossing,-5.0,5.0,-5,5,10.0,10,30,O15/SF15/L0/S0,0.562,0.49614110895994096,0.038,0.19119623427254,0.4,0.4898979485566356,36.68238434163701,7.466256309750324,1.0547510133597517,0.16883199476527458,0.26721985583250296,0.005014332537951299,0.7807518123636569,0.08488162384546709,9.551026954972071,2.4412881079140356,0.3,10.0,SFM
6,SFM,0,6,density,17,18,0,0,passing_crossing,-5.0,5.0,-5,5,10.0,10,35,O17/SF18/L0/S0,0.404,0.49069746280167376,0.07,0.2551470164434615,0.526,0.49932354240512233,38.26485148514851,6.93144665280745,0.9257121625521088,0.35918050889869346,0.2781990094036324,0.006985793565293295,0.7507776462431744,0.07908254445005025,10.15048370945833,2.0603465923368045,0.35,10.0,SFM
7,SFM,1,0,geometry,1,2,0,0,passing_crossing,-0.75,0.75,-5,5,1.5,10,3,O1/SF2/L0/S0,0.822,0.3825127448857097,0.012,0.10888526071052959,0.166,0.3720806364217305,29.45985401459854,7.734408630550435,1.3351940733073935,0.039312818760847135,0.18421381468407547,0.005126409842405776,0.6929268588690147,0.08206551634747183,8.586630847117412,3.429340930393671,0.03,1.5,SFM
8,SFM,1,1,geometry,2,2,0,0,passing_crossing,-1.0,1.0,-5,5,2.0,10,4,O2/SF2/L0/S0,0.826,0.3791094828674166,0.022,0.14668333238647122,0.152,0.35902089075707,29.22457627118644,8.212832935135959,1.274832981123579,0.07677649724610854,0.1870445659104163,0.0014507051061538876,0.7212510726551028,0.11210575966512965,8.038887956599549,3.4692901069719873,0.04,2.0,SFM
9,SFM,1,2,geometry,2,3,0,0,passing_crossing,-1.25,1.25,-5,5,2.5,10,5,O2/SF3/L0/S0,0.834,0.3720806364217305,0.02,0.13999999999999999,0.146,0.35310621631458144,29.90347721822542,7.718177873276423,1.2484520248486721,0.056823182372121674,0.18252855995292222,0.003346467146932792,0.7963380481912229,0.13081751791139043,8.421647860512337,3.5799380397995586,0.05,2.5,SFM
10,SFM,1,3,geometry,3,3,0,0,passing_crossing,-1.5,1.5,-5,5,3.0,10,6,O3/SF3/L0/S0,0.856,0.35108973211986705,0.032,0.176,0.112,0.31536645351083237,29.24591121495327,7.937777200197018,1.2400544079507276,0.10721852842587756,0.2036367289260253,0.002990760647843721,0.8087419849610876,0.12286627945996367,7.93773555198155,3.3775755999635186,0.06,3.0,SFM
11,SFM,1,4,geometry,3,4,0,0,passing_crossing,-1.75,1.75,-5,5,3.5,10,7,O3/SF4/L0/S0,0.904,0.29459124223235145,0.016,0.125475097130865,0.08,0.2712931993250107,28.95907079646018,7.3705821940972625,1.2674051034764298,0.04607608281739543,0.2003693766029056,0.00556750529855067,0.8493714328108154,0.1166333996333047,7.491653968310392,2.9976429087448793,0.07,3.5,SFM
12,SFM,1,5,geometry,4,4,0,0,passing_crossing,-2.0,2.0,-5,5,4.0,10,8,O4/SF4/L0/S0,0.928,0.25848791074245614,0.012,0.10888526071052959,0.06,0.23748684174075832,29.760237068965516,7.634817573685277,1.2581811090777353,0.03806040743507677,0.2136657867280699,0.004176005388955832,0.8432056861257042,0.10330683725138881,7.746384668255744,2.961670715310247,0.08,4.0,SFM
13,SFM,1,6,geometry,4,5,0,0,passing_crossing,-2.25,2.25,-5,5,4.5,10,9,O4/SF5/L0/S0,0.93,0.2551470164434614,0.006,0.0772269383052313,0.064,0.24475293665245368,29.699462365591398,7.476423497441798,1.2700669058598628,0.020389831840468563,0.20773370338401123,0.003354310078182081,0.8672608409204828,0.10467608379555951,7.501565654656068,2.873702380889133,0.09,4.5,SFM
14,SFM,2,0,directionality,7,8,0,0,passing,-5.0,5.0,-5,5,10.0,10,15,O7/SF8/L0/S0,0.992,0.08908422980528038,0.0,0.0,0.008,0.08908422980528036,23.323084677419356,6.619164072984427,1.4725613287086277,0.015418706041775362,0.16125529153389995,0.006224786546716193,0.9679763818791804,0.1244082626977328,4.341384453782636,2.7837325036666307,0.15,10.0,SFM
15,SFM,2,1,directionality,7,8,0,0,crossing,-5.0,5.0,-5,5,10.0,10,15,O7/SF8/L0/S0,0.926,0.26177089219391825,0.008,0.08908422980528036,0.066,0.24828209762284512,31.103671706263498,7.770815946286264,1.2275320470525743,0.03833986322657718,0.223486645349202,0.005663429444690197,0.8545276356589812,0.09473903856812319,7.682171643064388,2.605030588959288,0.15,10.0,SFM
16,SFM,2,2,directionality,7,8,0,0,passing_crossing,-5.0,5.0,-5,5,10.0,10,15,O7/SF8/L0/S0,0.966,0.1812291367302731,0.004,0.063118935352238,0.03,0.1705872210923198,27.317805383022776,6.942322550027854,1.3080668158175555,0.011121573088206443,0.20882722103340887,0.0036286497272265904,0.8984426652929068,0.10315018845946392,6.252333729720493,2.6833849765206432,0.15,10.0,SFM
17,SFM,2,3,directionality,7,8,0,0,random,-5.0,5.0,-5,5,10.0,10,15,O7/SF8/L0/S0,0.966,0.1812291367302731,0.002,0.044676615807377355,0.032,0.176,27.532608695652176,7.1499466347663905,1.2766103636758017,0.007389806610365822,0.2155350771631162,0.00221365383636054,0.8838352343101193,0.09788766511373381,6.373148177160985,2.6367023184706895,0.15,10.0,SFM
18,SFM,2,4,directionality,7,8,0,0,circle_crossing,-5.0,5.0,-6,6,10.0,12,15,O7/SF8/L0/S0,0.888,0.31536645351083237,0.02,0.13999999999999999,0.092,0.289025950392002,32.63513513513514,6.912034467306569,1.200336052746271,0.05653467356012116,0.2070942535398919,0.002871682029132606,0.8437365263952596,0.10099089510688854,8.273649035351633,2.261684241003873,0.15,10.0,SFM
19,SFM,3,0,policy_mixture,0,15,0,0,passing_crossing,-5.0,5.0,-5,5,10.0,10,15,O0/SF15/L0/S0,0.984,0.12547509713086505,0.0,0.0,0.016,0.125475097130865,27.742886178861788,6.903990995791603,1.3170834139674552,0.007443387429501328,0.1386861516595795,0.0028809529876564137,1.0165939324378044,0.06717590030538764,6.2347940454383455,3.2603498006379965,0.15,10.0,SFM
20,SFM,3,1,policy_mixture,15,0,0,0,passing_crossing,-5.0,5.0,-5,5,10.0,10,15,O15/SF0/L0/S0,0.9,0.3,0.038,0.19119623427254,0.062,0.2411555514600483,28.398333333333333,8.378465949484228,1.2476859511848548,0.10479874039626218,0.24748857976890104,0.003439582450419487,0.8305980085947946,0.11787247286650121,6.414716929435453,2.5663475164024216,0.15,10.0,SFM
21,SFM,3,2,policy_mixture,7,8,0,0,passing_crossing,-5.0,5.0,-5,5,10.0,10,15,O7/SF8/L0/S0,0.954,0.20948508300115318,0.002,0.044676615807377355,0.044,0.2050950998927083,27.389412997903563,7.494229651013977,1.2908449029737168,0.01452854221944854,0.21128643778253942,0.00296547820370739,0.8803826827355595,0.10816675791784613,6.236466963438924,2.7465510983050105,0.15,10.0,SFM
22,SFM,3,3,policy_mixture,5,5,2,3,passing_crossing,-5.0,5.0,-5,5,10.0,10,15,O5/SF5/L2/S3,0.656,0.4750410508577127,0.282,0.449973332543163,0.062,0.2411555514600483,27.122713414634145,8.01373121986321,0.9004065738360284,1.0209984337967022,0.23764448831104096,0.007738492947125919,0.8364532036418969,0.12836071834626447,6.0491010542434385,2.855775193378121,0.1,10.0,SFM
23,SFM,3,4,policy_mixture,4,4,4,3,passing_crossing,-5.0,5.0,-5,5,10.0,10,15,O4/SF4/L4/S3,0.486,0.49980396156893353,0.448,0.49728864857344174,0.066,0.24828209762284512,26.237654320987655,6.881070223417334,0.6786757977278908,1.9729987598976486,0.2907394766027289,0.010403907507256427,0.7905191313198793,0.1237931793841964,5.707809389187511,2.3305318916596076,0.08,10.0,SFM
